"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4AEIC8LU","journalArticle","2025","Tubishat, Mohammad; Tbaishat, Dina; Al-Zoubi, Ala’ M.; Hraiz, Abed-Elalim; Habib, Maria","Leveraging evolutionary algorithms with a dynamic weighted search space approach for fraud detection in healthcare insurance claims","Knowledge-Based Systems","","0950-7051","10.1016/j.knosys.2025.113436","https://www.sciencedirect.com/science/article/pii/S0950705125004836","The healthcare industry has been suffering from fraud in many facets for decades, resulting in millions of dollars lost to fictitious claims at the expense of other patients who cannot afford appropriate care. As such, accurately identifying fraudulent claims is one of the most important factors in a well-functioning healthcare system. However, over time, fraud has become harder to detect because of increasingly complex and sophisticated fraud scheme development, data unpreparedness, as well as data privacy concerns. Moreover, traditional methods are proving increasingly inadequate in addressing this issue. To solve this issue a novel evolutionary dynamic weighted search space approach (DW-WOA-SVM) is presented in the current study. The approach has different levels that work simultaneously, where the optimization algorithm is responsible for tuning the Support Vector Machine (SVM) parameters, applying the weighting procedure for the features, and using a dynamic search space to adjust the range values. Tuning the parameters benefits the performance of SVM, and the weighting technique makes it updated with importance and lets the algorithm focus on data structure in addition to optimization objectives. The dynamic search space enhances the search range during the process. Furthermore, large language models have been applied to generate the dataset to improve the quality of the data and address the lack of good dimensionality, helping to enhance the richness of the data. The experiments highlighted the superior performance of this proposed approach than other algorithms.","2025-05-23","2025-10-26 22:31:03","2025-10-26 22:31:03","","113436","","","317","","Knowledge-Based Systems","","","","","","","","","","","","","","","","","","","SVM; Detection; Claims; Dynamic search space; Feature weighing; LLM; Medical fraud; Optimization algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8DTCTFS","journalArticle","2025","Hagn, Michael; Heinrich, Bernd; Krapf, Thomas; Schiller, Alexander","Handling imperfection: A taxonomy for machine learning on data with data quality defects","Decision Support Systems","","0167-9236","10.1016/j.dss.2025.114493","https://www.sciencedirect.com/science/article/pii/S0167923625000946","In recent years, machine learning (ML) has become ubiquitous in sectors including transportation, security, health, and finance to analyze large amounts of data and support decision-making. However, real-world datasets used in ML often exhibit various data quality (DQ) defects that can significantly impair the performance and validity of ML models and thus also the decisions derived from them. Therefore, a plethora of methods across various research strands have been proposed to address DQ defects and mitigate their negative impact on ML-based data analysis and decision support. This has resulted in a fragmented research landscape, where comparisons and classifications of methods dealing with ML on data with DQ defects are very challenging for both researchers and practitioners. Thus, based on a structured design process, we develop and present a taxonomy for this research field. The taxonomy serves as a systematic framework to classify and organize existing research and methods according to relevant dimensions and facilitates future work in this area. Its reliability, understandability, completeness, and usefulness are supported by an evaluation with external researchers and practitioners. Finally, we identify current trends and research gaps and derive challenges and directions for future research.","2025-09-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","114493","","","196","","Decision Support Systems","","","","","","","","","","","","","","","","","","","Machine learning; Taxonomy; Data quality; Data uncertainty","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KD9SLE69","journalArticle","2024","Esmaeilzadeh, Pouyan","Challenges and strategies for wide-scale artificial intelligence (AI) deployment in healthcare practices: A perspective for healthcare organizations","Artificial Intelligence in Medicine","","0933-3657","10.1016/j.artmed.2024.102861","https://www.sciencedirect.com/science/article/pii/S0933365724001039","Healthcare organizations have realized that Artificial intelligence (AI) can provide a competitive edge through personalized patient experiences, improved patient outcomes, early diagnosis, augmented clinician capabilities, enhanced operational efficiencies, or improved medical service accessibility. However, deploying AI-driven tools in the healthcare ecosystem could be challenging. This paper categorizes AI applications in healthcare and comprehensively examines the challenges associated with deploying AI in medical practices at scale. As AI continues to make strides in healthcare, its integration presents various challenges, including production timelines, trust generation, privacy concerns, algorithmic biases, and data scarcity. The paper highlights that flawed business models and wrong workflows in healthcare practices cannot be rectified merely by deploying AI-driven tools. Healthcare organizations should re-evaluate root problems such as misaligned financial incentives (e.g., fee-for-service models), dysfunctional medical workflows (e.g., high rates of patient readmissions), poor care coordination between different providers, fragmented electronic health records systems, and inadequate patient education and engagement models in tandem with AI adoption. This study also explores the need for a cultural shift in viewing AI not as a threat but as an enabler that can enhance healthcare delivery and create new employment opportunities while emphasizing the importance of addressing underlying operational issues. The necessity of investments beyond finance is discussed, emphasizing the importance of human capital, continuous learning, and a supportive environment for AI integration. The paper also highlights the crucial role of clear regulations in building trust, ensuring safety, and guiding the ethical use of AI, calling for coherent frameworks addressing transparency, model accuracy, data quality control, liability, and ethics. Furthermore, this paper underscores the importance of advancing AI literacy within academia to prepare future healthcare professionals for an AI-driven landscape. Through careful navigation and proactive measures addressing these challenges, the healthcare community can harness AI's transformative power responsibly and effectively, revolutionizing healthcare delivery and patient care. The paper concludes with a vision and strategic suggestions for the future of healthcare with AI, emphasizing thoughtful, responsible, and innovative engagement as the pathway to realizing its full potential to unlock immense benefits for healthcare organizations, physicians, nurses, and patients while proactively mitigating risks.","2024-05-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","102861","","","151","","Artificial Intelligence in Medicine","","","","","","","","","","","","","","","","","","","Artificial intelligence; AI; Healthcare; Ethics; Law; Data; Deployment challenges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GR8V6U66","journalArticle","2025","Lin, Shuoyan; Song, Dandan; Cao, Boyi; Gu, Xin; Li, Jiazhan","Credit risk assessment of automobile loans using machine learning-based SHapley Additive exPlanations approach","Engineering Applications of Artificial Intelligence","","0952-1976","10.1016/j.engappai.2025.110236","https://www.sciencedirect.com/science/article/pii/S0952197625002362","In recent years, artificial intelligence, especially machine learning methods, have been increasingly applied to the accurate prediction of various loan risks. However, the integration of these models into legal frameworks and technology deployment is hindered due to their so-called “black-box” nature. This paper aims to explore the credit risk assessment of automobile loans using machine learning-based SHapley Additive exPlanations approach. It examines the automobile loan data from a specific Chinese automobile finance company, applying a logistic regression model as the foundation, and integrates the eXtreme Gradient Boosting with SHapley Additive exPlanations approach to interpret the predictive outcomes. The SHapley Additive exPlanations approach effectively quantifies the contributions of individual features to the predictions, highlighting key features such as credit level, credit score, and disbursed_amount (the amount of loans disbursed) that significantly influence automobile loan risk. The contribution values of these key features to the model prediction results are found to be 0.67, 0.337, and 0.34, respectively. Moreover, the SHapley Additive exPlanations approach not only enhances the interpretability of the model, but also optimizes the accuracy and efficiency of automobile loan risk assessment. This study provides a robust tool for financial institutions, aiding in the reduction of loan risks and fostering the healthy growth of the automobile loan market. The findings are particularly significant in addressing the high delinquency rates of automobile loans in China and offer new perspectives and methodologies for future risk assessment research.","2025-05-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","110236","","","147","","Engineering Applications of Artificial Intelligence","","","","","","","","","","","","","","","","","","","Explainable artificial intelligence; Interpretable machine learning; Automobile loan; Credit risk assessment; Extreme Gradient Boosting; SHapley Additive exPlanations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGTHPAY3","journalArticle","2022","Seify, Mahdi; Sepehri, Mehran; Hosseinian-far, Amin; Darvish, Aryana","Fraud Detection in Supply Chain with Machine Learning","10th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2022","","2405-8963","10.1016/j.ifacol.2022.09.427","https://www.sciencedirect.com/science/article/pii/S2405896322017153","A variety of fraud in Supply Chains may be detected either in physical parts or in cyber data. We use supervised machine learning to detect various fraud and misinformation in supply chains. The study is based on a car manufacturer concerned with increasing fraud, ranging from fraudulent invoices to inflated prices. Big data is provided for pattern recognition. A macro-level code is presented with actual algorithms developed in Python. The research is continuing, while the current work is presented with promising results.","2022-01-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","406-411","","10","55","","IFAC-PapersOnLine","","","","","","","","","","","","","","","","","","","Fraud; Machine Learning; Detection; Pattern Recognition; Supply Chain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNS94CS5","journalArticle","2024","Meena, Rahul; Mishra, Akshay Kumar; Raut, Rajdeep Kumar","Strategic insights: mapping the terrain of artificial intelligence (AI) in banking through mixed method approach","VINE Journal of Information and Knowledge Management Systems","","2059-5891","10.1108/VJIKMS-01-2024-0028","https://www.sciencedirect.com/science/article/pii/S205958912400002X","Purpose The purpose of this paper is to supplement and update previously published articles about artificial intelligence (AI) instruments and operations in banking sectors with the following objectives in mind: to understand the role of AI in banking sectors; to explore the themes and context in this area based on keywords, co-citations and co-words; and to identify future research direction by evaluating the trend and direction of previous research. Design/methodology/approach This study adopts a semi-inductive approach with the convolution of bibliometrics and literature review. This study used bibliometrics for the identification of literature across multiple databases and systematic literature review on identified articles to explore heterogeneous sectors within AI in banking and finance. Findings This study contributes a literature-based model that accounts for both the broadly in AI application in banking and finance: predictive modeling in risk assessment and detection; financial decision-making; client service delivery; and emerging FinTech applications of AI and machine learning. Originality/value This study is among the few to address the literature of tools and application of AI in banking through mixed-methods approach and produce a synthesized model for the same.","2024-09-24","2025-10-26 22:31:03","2025-10-26 22:31:03","","1192-1222","","5","55","","VINE Journal of Information and Knowledge Management Systems","","","","","","","","","","","","","","","","","","","Literature review; Banking; Finance; Artificial intelligence; Machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLR83767","journalArticle","2025","C, Aishwarya; M, Venkatesan; P, Prabhavathy","A Scoping Survey of Quantum Machine Learning and Deep Learning for Real-World Applications","International Conference on Machine Learning and Data Engineering","","1877-0509","10.1016/j.procs.2025.04.297","https://www.sciencedirect.com/science/article/pii/S1877050925013997","Many prevalent issues in today’s society, such as fake news detection, can be efficiently addressed using artificial intelligence and machine learning techniques. The rapid dissemination of fake news through social media makes it challenging to verify the validity of information. QML and QDL represent promising frontiers for building models to address these challenges, with the prospect of achieving quantum advantage driving advancements in the field. This study examines and compares literature on QML and QDL models, including QSVM, VQE, QNN, QCNN, and RQNN, using the MNIST dataset. The effectiveness and scope of application of these models for fake news detection and other real-world applications are analyzed.","2025-01-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","633-646","","","258","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","Deep Learning; Fake News Detection; Quantum Advantage; Quantum Machine Learning; Real-World Applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCGLELGB","journalArticle","2022","Deiva Ganesh, A.; Kalpana, P.","Future of artificial intelligence and its influence on supply chain risk management – A systematic review","Computers & Industrial Engineering","","0360-8352","10.1016/j.cie.2022.108206","https://www.sciencedirect.com/science/article/pii/S0360835222002765","Supply Chain Risk Management (SCRM) is a rapidly growing field of research encompassing identification, assessment, mitigation, and monitoring of the risks or unexpected and unprecedented events. Among the researchers, there has been a significant focus on identifying, mitigating, and managing the risks that affect the supply chain (SC). Though the research on SCRM remains for an extended period, still the industries are facing difficulties in managing the SC risks. Also, the SC managers have begun to focus on decision-making based on numerous data sources for predicting the uncertainties more accurately to achieve a proactive and predictive intelligent risk management mechanism. These attributes make Artificial Intelligence (AI) and Machine learning (ML) suitable techniques in the SCRM field. The application of these techniques in SCRM is in a nascent stage. In this view, this paper presents a systematic and descriptive review of the literature and identifies the various AI and ML methods applied in different phases related to SCRM. Also, it investigates the different categories of SC risks and the existing articles based on the AI technique used. This analysis focuses on research articles related to SCRM from three scientific databases published between 2010 and 2021 for detailed study. Finally, this review provides unexplored and missing aspects in current research, challenges on implementing AI technologies, and describes promising avenues for the future.","2022-07-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","108206","","","169","","Computers & Industrial Engineering","","","","","","","","","","","","","","","","","","","Artificial intelligence; Risk management; Machine learning; Proactive decision-making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SL7KJPQW","journalArticle","2024","Tekkali, Chandana Gouri; Natarajan, Karthika","Assessing CNN’s Performance with Multiple Optimization Functions for Credit Card Fraud Detection","International Conference on Machine Learning and Data Engineering (ICMLDE 2023)","","1877-0509","10.1016/j.procs.2024.04.193","https://www.sciencedirect.com/science/article/pii/S187705092400869X","In recent days, credit card fraud has emerged as a significant challenge for researchers in the field of detection and prevention. Tackling this challenge holds substantial benefits for both public and private organizations, as it directly impacts economic statistics. Our proposed model introduces crucial advancements to address this issue in real-time scenarios. To achieve this, we harnessed the power of Deep Convolutional Neural Networks (DeepConvNet) in conjunction with various optimization techniques. Optimization algorithms encompass a group of mathematical and computational techniques employed to discover the most suitable solution or set of solutions for a given problem. The primary goal of these algorithms is to optimize, either by maximizing or minimizing, an objective function while ensuring compliance with specific constraints. In this research work, we provide a comparison of highly effective and validated optimization techniques: Stochastic Gradient Descent (Sgd), Adaptive Gradient (Adagrad), Adaptive Moment Estimation (Adam), and Root Mean Squared Propagation (Rmsprop). These optimization algorithms are applied to the Deep Convolutional Neural Network (DeepConvNet) in the subject of our specific problem statement, which involves credit card fraud detection (CCFD). After careful consideration of the problem’s nature, objective function characteristics, and computational aspects, we fnd that all four algorithms are suitable for our CCFD task. However, based on experimental results, it is evident that Rmsprop outperforms others, leading to a remarkable 99.93% in accuracy.","2024-01-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","2035-2042","","","235","","Procedia Computer Science","","","","","","","","","","","","","","","","","/Users/damaral/Zotero/storage/XMFXBX7C/Tekkali and Natarajan - 2024 - Assessing CNN’s Performance with Multiple Optimization Functions for Credit Card Fraud Detection.pdf","","Credit Card Fraud Detection; Convolutional Neural Network; Objective functions; Optimization Algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHA8Z3J4","journalArticle","2024","Obaido, George; Mienye, Ibomoiye Domor; Egbelowo, Oluwaseun F.; Emmanuel, Ikiomoye Douglas; Ogunleye, Adeola; Ogbuokiri, Blessing; Mienye, Pere; Aruleba, Kehinde","Supervised machine learning in drug discovery and development: Algorithms, applications, challenges, and prospects","Machine Learning with Applications","","2666-8270","10.1016/j.mlwa.2024.100576","https://www.sciencedirect.com/science/article/pii/S2666827024000525","Drug discovery and development is a time-consuming process that involves identifying, designing, and testing new drugs to address critical medical needs. In recent years, machine learning (ML) has played a vital role in technological advancements and has shown promising results in various drug discovery and development stages. ML can be categorized into supervised, unsupervised, semi-supervised, and reinforcement learning. Supervised learning is the most used category, helping organizations solve several real-world problems. This study presents a comprehensive survey of supervised learning algorithms in drug design and development, focusing on their learning process and succinct mathematical formulations, which are lacking in the literature. Additionally, the study discusses widely encountered challenges in applying supervised learning for drug discovery and potential solutions. This study will be beneficial to researchers and practitioners in the pharmaceutical industry as it provides a simplified yet comprehensive review of the main concepts, algorithms, challenges, and prospects in supervised learning.","2024-09-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","100576","","","17","","Machine Learning with Applications","","","","","","","","","","","","","","","","","","","Artificial intelligence; Deep learning; Neural network; Machine learning; Supervised learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8D67THNS","journalArticle","2026","Mi, Bing; Chen, Kongyang","Distributed edge artificial intelligence empowered data trading: Theories, algorithms, and applications","Computer Science Review","","1574-0137","10.1016/j.cosrev.2025.100844","https://www.sciencedirect.com/science/article/pii/S1574013725001200","As data emerges as a crucial production factor in the digital economy, data trading has become a key innovation across industrial applications. However, traditional data trading models face significant challenges, including privacy concerns, pricing mechanisms, transaction efficiency, and decentralization. Edge Artificial Intelligence (AI) offers a transformative approach to data trading by enabling local intelligence, privacy-preserving computation, and decentralized architectures. This paper explores the integration of Edge AI with data trading, analyzing its technical foundations, key challenges, and diverse applications. Edge AI enhances data trading by reducing data transmission costs, enabling privacy-preserving federated learning, and facilitating decentralized trust mechanisms through blockchain. Compared to centralized models, Edge AI-based data trading supports secure, efficient, and transparent transactions while mitigating the data misuse. This paradigm benefits various domains, including IoT-enabled smart factories and connected vehicles, financial risk assessment and credit scoring, secure electronic health record sharing, supply chain optimization, and personalized advertising. Despite its advantages, Edge AI-driven data trading still faces challenges in standardization, security, computational efficiency, data quality assessment, and regulatory compliance. Future research should focus on establishing global data trading protocols, optimizing privacy-preserving mechanisms, and improving decentralized transaction models to enhance security and efficiency. Edge AI-enabled data trading will play an increasingly vital role in facilitating trustworthy and efficient data markets across digital industries.","2026-02-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","100844","","","59","","Computer Science Review","","","","","","","","","","","","","","","","","","","Data pricing; Data quality assessment; Data trading; Decentralized data transactions; Edge artificial intelligence; Incentive mechanism; Privacy computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q29RUXU8","journalArticle","2025","Oztemel, Ercan; Isik, Muhammed","The Deployment Processes of Credit Card Fraud Decision Models Developed with Artificial Intelligence Techniques","20th International Conference on Future Networks and Communications/ 22nd International Conference on Mobile Systems and Pervasive Computing/15th International Conference on Sustainable Energy Information Technology (FNC/MobiSPC/SEIT 2025)","","1877-0509","10.1016/j.procs.2025.07.220","https://www.sciencedirect.com/science/article/pii/S1877050925022719","Periodic updates and adjustments may be required in many modern applications of machine learning studies. In the periodic studies of machine learning applications, not only the model development process is affected, but also the model deployment process may change. In machine learning projects, in addition to the model development phase, the real-time model deployment process also has a very important place. During the model deployment process, continuous integration is attempted by taking model, business, regulatory and flow needs as reference. During the model deployment phase, the integration of the trained model into the decision processes or production environment can be achieved through quantization, memory allocation, mapping and scheduling. During the model deployment process, real-time systems can be developed with front-end, back-end and middleware architecture. In fact, recently, a different dimension has been added to model deployment processes with cloud computing and cloud platform technology. Despite all the positive developments in the model deployment process, perfection can be quite difficult in model integration. Although the model deployment process is time-consuming and error-prone, it is also open to recent developments and interactions. In the first stage of this paper, a double deep q network model was developed as an alternative to traditional classification studies for card fraud detection. In this study, it was concluded that the double deep q network model is quite successful compared to traditional classification models. In addition, the process integration and deployment phase of the champion card fraud model is also discussed in study.","2025-01-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","566-571","","","265","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","Artificial Intelligence; Credit Card Fraud Decision Models; Model Deployment Process; Model Development Process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7PQ9S698","journalArticle","2022","Femila Roseline, J; Naidu, GBSR; Samuthira Pandi, V.; Alamelu alias Rajasree, S; Mageswari, Dr.N.","Autonomous credit card fraud detection using machine learning approach","Computers and Electrical Engineering","","0045-7906","10.1016/j.compeleceng.2022.108132","https://www.sciencedirect.com/science/article/pii/S0045790622003822","Credit card fraud has risen in vulnerable effects in recent years as more people use credit cards to pay for products. This is owing to advancements in technology and growths in internet transactions, both of which have resulted in massive financial losses due to fraud. To reduce such losses, an effective fraud detection system must be designed and implemented. Machine learning approaches used to detect credit card fraud automatically and do not take into account deception process or behavioral problem, which might lead to alerts. The goal of this study is to figure out how to spot credit card fraud. To detect the occurrence of fraud, a Long Short-Term Memory-Recurrent Neural Network (LSTM-RNN) is proposed. In addition, an attention mechanism has been included to increase performance even more. In instances like fraud detection, where the information sequence is made up of vectors with complicated interrelated properties, models with this structure have proven to be particularly efficient. LSTM-RNN is compared to other classifiers such as Naive Bayes, Support Vector Machine (SVM), and Artificial Neural Network (ANN). Experiments reveal that our proposed model produces powerful results and has a high level of accuracy.","2022-09-01","2025-10-26 22:31:03","2026-03-21 12:41:07","","108132","","","102","","Computers and Electrical Engineering","","","","","","","","","","","","","","","","","/Users/damaral/Zotero/storage/4C44PP8V/Femila Roseline et al. - 2022 - Autonomous credit card fraud detection using machine learning approach☆.pdf","","Machine learning; Fraud; Artificial neural network; Credit card; Long short-term memory-recurrent neural network; Naive Bayes; Support vector machine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZJM8P84","journalArticle","2024","Hariguna, Taqwa; Ruangkanjanases, Athapol","Assessing the impact of artificial intelligence on customer performance: a quantitative study using partial least squares methodology","Data Science and Management","","2666-7649","10.1016/j.dsm.2024.01.001","https://www.sciencedirect.com/science/article/pii/S2666764924000018","The purpose of this research is to examine the impact of artificial intelligence (AI) on customer performance and identify the factors contributing to its effectiveness by employing a quantitative approach, specifically the partial least squares method, to test the hypotheses and explore the relationships between various variables. The findings indicate that effective business practices and successful AI assimilation have a positive impact on customer performance. Additionally, the results of this study provide valuable insights for both academic and practical communities. This study highlights the importance of specific variables, such as organizational and customer agility, customer experience, customer relationship quality, and customer performance in AI assimilation. By exploring these variables, it contributes significantly to the academic, managerial, and social aspects of AI and its impact on customer performance.","2024-09-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","155-163","","3","7","","Data Science and Management","","","","","","","","","","","","","","","","","","","AI assimilation; Customer performance; Customer relationship quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TI4AISLP","journalArticle","2022","Kumar, Yogesh; Kaul, Surabhi; Hu, Yu-Chen","Machine learning for energy-resource allocation, workflow scheduling and live migration in cloud computing: State-of-the-art survey","Sustainable Computing: Informatics and Systems","","2210-5379","10.1016/j.suscom.2022.100780","https://www.sciencedirect.com/science/article/pii/S2210537922001111","Machine learning and artificial intelligence techniques have been proven helpful when pragmatic to a wide range of complex problems and areas such as energy optimization, workflow scheduling, video gaming, and cloud computing. When machine learning and cloud computing algorithms are combined, they help achieve better outcomes by providing the improved performance of cloud data centers compared to solutions currently employed by various researchers. It is also helpful for migrating the virtual machines based on the current traffic condition and fluctuation due to network congestion and bandwidth availability. The survey aims to present the improvement in dynamic load allocation, task scheduling, energy optimization, live migration, mobile cloud computing, and security on the cloud using machine learning classification. Machine learning algorithms are prevailing analytical approaches that allow machines to identify patterns and simplify the human learning process. The flow of the paper consists of an introduction part, motivation, and background study, including a framework for cloud-machine learning integration, best practices of introducing machine learning in cloud computing, and the objective of the work. The paper also highlights the machine learning-based cloud services and the role of artificial intelligence in different cloud computing platforms. This comprehensive study provides mindfulness and valuable facilities to the researchers by giving thorough studies about various machine learning algorithms and their applicability in cloud computing.","2022-12-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","100780","","","36","","Sustainable Computing: Informatics and Systems","","","","","","","","","","","","","","","","","","","Cloud computing; Machine learning; Energy optimization; Live migration; Load allocation; Workflow scheduling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWRWXVR4","journalArticle","2025","Baloda, Sunil; Sharma, Monika; Kumar, Mukesh","Future of humanity in an artificial intelligence centric world","Engineering Applications of Artificial Intelligence","","0952-1976","10.1016/j.engappai.2025.112405","https://www.sciencedirect.com/science/article/pii/S0952197625024303","This scholarly article rigorously investigates the transformative and disruptive roles of artificial intelligence (AI) in influencing the trajectory of human society. By concentrating on three fundamental sectors—healthcare, finance, and education—it evaluates the ways in which AI augments operational efficiency, facilitates intricate decision-making processes, and introduces innovative capabilities such as personalized medicine and automated financial systems. Concurrently, the analysis underscores urgent ethical dilemmas, encompassing algorithmic bias, accountability deficiencies, data privacy vulnerabilities, and workforce displacement. Employing real-world examples such as Deepfakes, and Neuralink, the article contextualizes emerging challenges within a dynamic socio-technical framework. The research offers a cohesive conceptual model that amalgamates technical, ethical, and governance aspects of AI, while presenting policy recommendations designed to promote transparency, equity, and human-centered AI development. The study emphasizes the necessity for reliable AI systems that humans can trust. The conclusions accentuate the immediate necessity for robust regulatory frameworks and sector-specific ethical supervision to ensure that advancements in AI are harmonized with the well-being of society.","2025-12-15","2025-10-26 22:31:03","2025-10-26 22:31:03","","112405","","","162","","Engineering Applications of Artificial Intelligence","","","","","","","","","","","","","","","","","","","Anomaly detection; Machine learning; Healthcare; Societal impact; Trustworthy artificial intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFAA7K5B","journalArticle","2025","Yu, Jintao; Zhan, Ximing; Bojja, Giridhar Reddy","Exploring artificial intelligence for sustainable business development: a review","Data Science and Management","","2666-7649","10.1016/j.dsm.2025.10.001","https://www.sciencedirect.com/science/article/pii/S2666764925000505","Artificial intelligence (AI) has revolutionized business practices and enabled relevant techniques in various sectors to drive efficiency and innovation. This study examines the impact of AI across business sectors as it transforms by automating tasks, supporting intelligent decisions, and integrating into core operation processes. By examining the evolution of AI technologies and their applications from manufacturing to finance and customer services, this study illustrates AI's capability of AI to enhance operational efficiencies, innovative business models, and competitive advantages. Furthermore, this review addresses the challenges of AI integration, including ethical considerations and workforce implications, and outlines future research directions for addressing these complexities. This analysis charts the transformative impact of AI and frames the scope of its evolution in the business world.","2025-10-23","2025-10-26 22:31:03","2025-10-26 22:31:03","","","","","","","Data Science and Management","","","","","","","","","","","","","","","","","","","Fintech; AI; machine learning; data analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7P8FS7AZ","journalArticle","2025","Wu, Xintong","Securing the economic management and service infrastructure of banks via the use of artificial intelligence (MO-ILSTM)","Systems and Soft Computing","","2772-9419","10.1016/j.sasc.2025.200227","https://www.sciencedirect.com/science/article/pii/S2772941925000456","The banking industry has been a key player in economic growth, but the development of economic management and service infrastructures has not significantly reduced the current financial crisis. In service infrastructure or economic management, the challenge of making judgments and processing data inefficiently in unpredictable markets is the drawback of the existing approach. Technology-related constraints, such as scalability and connectivity issues, can hinder the application's functionality and ability to adapt to changing market conditions. Scalability and connectivity constraints can impact applications related to online banking, digital transactions, and financial data processing. This study explores the use of Mothfly Optimized Improved Long Short-Term Memory (MO-ILSTM) as a data classification technique to improve data sharing and processing effectiveness. The proposed approach overcomes the above mentioned constraints. The capacity of LSTM to identify long-range relationships in sequential data is restricted. By boosting data processing and decision-making in service infrastructure or economic management amid market volatility, MO-ILSTM aims to increase long-range dependency capture. The ILSTM approach is extended from binary data classification to various classifications, addressing the inability of economic management or service infrastructure to efficiently handle complex data processing needs and ensure prompt decision-making. The proposed research is to better predict risk, process data more efficiently, integrate economic services into the banking sector, and improve economic management and service infrastructure to lessen the effects of the financial crisis. Tests show that the ILSTM-based economic management and service infrastructure can decrease economic threat by 18 %, increase service quality by 32 %, and increase the degree of integrated economic service by 45 %. The platform can also effectively forecast financial risks, with a prediction accuracy of 75.6 % due to information exchange and interaction. Thus, the ILSTM algorithm can significantly reduce economic risks and enhance the effectiveness of economic management and service infrastructure.","2025-12-01","2025-10-26 22:31:03","2025-10-26 22:31:03","","200227","","","7","","Systems and Soft Computing","","","","","","","","","","","","","","","","","","","Economic growth; Banking economics; Economic management; Mothfly optimized improved long short-term memory (MO-ILSTM); Service infrastructure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
