"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4CBNWZU5","journalArticle","2023","Chhabra, Raunak; Goswami, Shailza; Ranjan, Ranjeet Kumar","A voting ensemble machine learning based credit card fraud detection using highly imbalance data","MULTIMEDIA TOOLS AND APPLICATIONS","","1380-7501","10.1007/s11042-023-17766-9","","Long gone is the time when people preferred using only cash. In recent years, cashless transactions have gained much popularity, be it using UPI apps or credit and debit cards. The same has even led to a significant increase in the number of credit card fraud cases. Detecting fraudulent transactions is a challenging task as the fraudsters disguise the ordinary conduct of clients in order to perform fraud. Automated intelligent credit card fraud detection can be employed for detecting fraudulent transactions. In this paper, we proposed a credit card fraud detection approach involving an arrangement of supervised machine learning algorithms called ensemble learning. One of the difficulties looked at during the time spent to distinguish fraud transactions in datasets is the imbalanced class distribution. In this work, we employed an ensemble learning model in combination with two data-level techniques for handling class imbalance problems. The proposed approach is the ensemble of three base classifiers including random forest, logistic regress and K-nearest neighbour along with two data-level algorithms namely random oversampling and random undersampling. To combine the predictions of the base classifiers, the weighted voting ensemble approach is used. The proposed approach is evaluated using a highly imbalanced credit card transaction dataset. The proposed approach is evaluated using various sets of weights in order to identify the best possible outcomes in terms of accuracy and minimise the misclassification of fraudulent transactions.","2023-12-07","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","","","","","","","","","SPRINGER","","English","","","","","","","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Type: Article; Early Access","","/Users/damaral/Zotero/storage/IRNHCN2P/Chhabra et al. - 2023 - A voting ensemble machine learning based credit card fraud detection using highly imbalance data.pdf","","Machine learning; Credit card fraud detection; Class imbalance; Ensemble learning; Voting ensemble","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K3YRJ6T","journalArticle","2025","Marazqah Btoush, Eyad Abdel Latif; Zhou, Xujuan; Gururajan, Raj; Chan, Ka Ching; Alsodi, Omar","Enhancing credit card fraud detection with a stacking-based hybrid machine learning approach","PEERJ COMPUTER SCIENCE","","","10.7717/peerj-cs.3007","","The swift progression of technology has increased the complexity of cyber fraud, posing an escalating challenge for the banking sector to reliably and efficiently identify fraudulent credit card transactions. Conventional detection approaches fail to adapt to the advancing strategies of fraudsters, resulting in heightened false positives and inefficiency within fraud detection systems. This study overcomes these restrictions by creating an innovative stacking hybrid machine learning (ML) approach that combines decision trees (DT), random forests (RF), support vector machines (SVM), XGBoost, CatBoost, and logistic regression (LR) within a stacking ensemble framework. This method uses stacking to integrate diverse ML models, enhancing predictive performance, with a meta-model consolidating base model predictions, resulting in superior detection accuracy compared to any single model. The methodology utilizes sophisticated data preprocessing techniques, such as correlation-based feature selection and principal component analysis (PCA), to enhance computing efficiency while preserving essential information. Experimental assessments of a credit card transaction dataset reveal that the stacking ensemble model exhibits higher performance, achieving an F1-score of 88.14%, thereby efficiently balancing precision and recall. This outcome highlights the significance of ensemble methods such as stacking in attaining strong and dependable cyber fraud detection, emphasizing its capacity to markedly enhance the security of financial transactions.","2025-09-02","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","11","","","","","","","","PEERJ INC","","English","","","","","","","Place: 341-345 OLD ST, THIRD FLR, LONDON, EC1V 9LL, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/S7IYEZFR/Marazqah Btoush et al. - 2025 - Enhancing credit card fraud detection with a stacking-based hybrid machine learning approach.pdf","","Ensemble techniques; Machine learning; Fraud detection; Credit card fraud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7D9A7ME","journalArticle","2022","Alfaiz, Noor Saleh; Fati, Suliman Mohamed","Enhanced Credit Card Fraud Detection Model Using Machine Learning","ELECTRONICS","","2079-9292","10.3390/electronics11040662","","The COVID-19 pandemic has limited people's mobility to a certain extent, making it difficult to purchase goods and services offline, which has led the creation of a culture of increased dependence on online services. One of the crucial issues with using credit cards is fraud, which is a serious challenge in the realm of online transactions. Consequently, there is a huge need to develop the best approach possible to using machine learning in order to prevent almost all fraudulent credit card transactions. This paper studies a total of 66 machine learning models based on two stages of evaluation. A real-world credit card fraud detection dataset of European cardholders is used in each model along with stratified K-fold cross-validation. In the first stage, nine machine learning algorithms are tested to detect fraudulent transactions. The best three algorithms are nominated to be used again in the second stage, with 19 resampling techniques used with each one of the best three algorithms. Out of 330 evaluation metric values that took nearly one month to obtain, the All K-Nearest Neighbors (AllKNN) undersampling technique along with CatBoost (AllKNN-CatBoost) is considered to be the best proposed model. Accordingly, the AllKNN-CatBoost model is compared with related works. The results indicate that the proposed model outperforms previous models with an AUC value of 97.94%, a Recall value of 95.91%, and an F1-Score value of 87.40%.","2022-02","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","4","11","","","","","","","","MDPI","","English","","","","","","","Place: MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND Type: Article","","/Users/damaral/Zotero/storage/ECQBSQ9T/Alfaiz and Fati - 2022 - Enhanced Credit Card Fraud Detection Model Using Machine Learning.pdf","","machine learning; fraud detection; XGBoost; class imbalance; random forest; credit card fraud; CatBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJZMY2GY","journalArticle","2024","Ravindranath, Vaishali; Nallakaruppan, M. K.; Shri, M. Lawanya; Balusamy, Balamurugan; Bhattacharyya, Siddhartha","Evaluation of performance enhancement in Ethereum fraud detection using oversampling techniques","APPLIED SOFT COMPUTING","","1568-4946","10.1016/j.asoc.2024.111698","","With the growing popularity of cryptocurrencies and their decentralized nature, the risk of fraudulent activities within these ecosystems has become a pressing concern. This research paper focuses on Ethereum fraud detection using a dataset specifically curated for this purpose. The methodology encompasses essential steps, including data cleaning, correlation analysis, data splitting, and exploratory data analysis to understand the data characteristics. Subsequently, self -optimized machine learning models are trained with the Pycaret library while addressing the class imbalance using SMOTENC (Synthetic Minority oversampling Technique for Nominal and Continuous Data), ADA-SYN (Adaptive Synthetic Algorithm), and K -Means -SMOTE techniques. The performance of the various models is evaluated on test and validation datasets using metrics such as accuracy, precision, recall, and AUC (Area Under Curve). The study reveals that the ensemble models, particularly CATBoost (Categorical Boost) and LGBM (Light Gradient Boost Method), show exceptional efficiency, with accuracy ranging from 97% to 98.42% after oversampling. Moreover, these models exhibit higher F1 scores and AUC values, indicating their potential to detect fraud effectively. The validation metrics also lie in the same range, demonstrating that the models do not suffer from over -fitting. The experiment demonstrates the promise of ensemble models in Ethereum fraud detection, paving the way for deploying robust fraud detection systems in crypto-currency ecosystems. The results show that the K -Means SMOTE oversampling technique has the highest classification accuracy levels of 98.42% with an AUC of 99.82%.","2024-08","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","161","","","","","","","","ELSEVIER","","English","","","","","","","Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Type: Article","","/Users/damaral/Zotero/storage/QVPF2A53/Ravindranath et al. - 2024 - Evaluation of performance enhancement in Ethereum fraud detection using oversampling techniques.pdf","","ADASYN; K-Means SMOTE; LGBM; SMOTENC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGIQH9GG","journalArticle","2021","Blaszczynski, Jerzy; de Almeida Filho, Adiel T.; Matuszyk, Anna; Szelag, Marcin; Slowinski, Roman","Auto loan fraud detection using dominance-based rough set approach versus machine learning methods","EXPERT SYSTEMS WITH APPLICATIONS","","0957-4174","10.1016/j.eswa.2020.113740","","Financial fraud is escalating as financial services and operations grow. Despite preventive actions and security measures deployed to mitigate financial fraud, fraudsters are learning and finding new ways to get around fraud prevention systems, thereby, challenging quantitative techniques and predictive models. Thus, new techniques must be explored and tested so the insights obtained from the analysis may be used to support more accurate fraud prediction and the development of fraud prevention systems which have additional checks to mitigate suspicious events. Auto loan is a significant financial product not yet explored in the literature, unlike the misuse of credit cards, for instance. Given the recent increase in fraudulent transactions concerning auto loan applications, this paper tests a new data set for auto loan applications using a technique not yet explored for financial fraud prediction, namely the Dominance-based Rough Set Balanced Rule Ensemble (DRSA-BRE), and after comparing it with other techniques traditionally used for predicting financial fraud, finds that the proposed approach has several advantages over the traditional ones. (C) 2020 Elsevier Ltd. All rights reserved.","2021-01","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","163","","","","","","","","PERGAMON-ELSEVIER SCIENCE LTD","","English","","","","","","","Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/D2GQJAYJ/Blaszczynski et al. - 2021 - Auto loan fraud detection using dominance-based rough set approach versus machine learning methods.pdf","","Random Forest; SVM; Ensemble; Auto loan; Decision rules; Dominance-based Rough Set Balanced Rule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X753EENS","journalArticle","2021","Lim, Kha Shing; Lee, Lam Hong; Sim, Yee-Wai","A Review of Machine Learning Algorithms for Fraud Detection in Credit Card Transaction","INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND NETWORK SECURITY","","1738-7906","10.22937/IJCSNS.2021.21.9.4","","The increasing number of credit card fraud cases has become a considerable problem since the past decades. This phenomenon is due to the expansion of new technologies, including the increased popularity and volume of online banking transactions and e-commerce. In order to address the problem of credit card fraud detection, a rule-based approach has been widely utilized to detect and guard against fraudulent activities. However, it requires huge computational power and high complexity in defining and building the rule base for pattern matching, in order to precisely identifying the fraud patterns. In addition, it does not come with intelligence and ability in predicting or analysing transaction data in looking for new fraud patterns and strategies. As such, Data Mining and Machine Learning algorithms are proposed to overcome the shortcomings in this paper. The aim of this paper is to highlight the important techniques and methodologies that are employed in fraud detection, while at the same time focusing on the existing literature. Methods such as Artificial Neural Networks (ANNs), Support Vector Machines (SVMs), naive Bayesian, k-Nearest Neighbour (k-NN), Decision Tree and Frequent Pattern Mining algorithms are reviewed and evaluated for their performance in detecting fraudulent transaction.","2021-09-30","2025-10-26 22:29:00","2025-10-26 22:29:00","","31-40","","9","21","","","","","","","","INT JOURNAL COMPUTER SCIENCE & NETWORK SECURITY-IJCSNS","","English","","","","","","","Place: DAE-SANG OFFICE 301, SANGDO 5 DONG 509-1, SEOUL, 00000, SOUTH KOREA Type: Review","","/Users/damaral/Zotero/storage/9Z794TPM/Lim et al. - 2021 - A Review of Machine Learning Algorithms for Fraud Detection in Credit Card Transaction.pdf","","Machine Learning; Data Mining; Fraud Detection; Credit Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3CQBE84","journalArticle","2023","Korkoman, Malak Jalwi; Abdullah, Monir","Evolutionary algorithms based on oversampling techniques for enhancing the imbalanced credit card fraud detection","JOURNAL OF IN℡LIGENT & FUZZY SYSTEMS","","1064-1246","10.3233/JIFS-222344","","Online services have advanced to the point where they have made our lives much easier, but many problems should be solved to make these services safer for consumers. Numerous transactions are conducted daily, and much personal information is published and shared on e-commerce and social media platforms. This makes security, privacy, and problematic reliability barriers to overcome. One of these problems is detecting credit card fraud because thieves aim to make all transactions legitimate by stealing credit card information. Imbalanced data is a potential problem in machine learning that impairs the performance of the classifiers used in real-world systems. For example, anomaly detection and fraudulent transactions. The term “data imbalance” refers to the problem in which the sample distribution is skewed or skewed towards a particular class. Due to its inherent nature, the software failure prediction dataset falls into the same category as non-defective software modules. The main objective of this paper is to solve the problem of the imbalanced fraud credit card dataset for enhancing the detection accuracy of using machine learning algorithms. This paper provides a unique fraud detection model using the Particle Swarm Optimization (PSO) based on oversampling technique of the minority class to solve the imbalanced dataset problem compared with the Genetic Algorithm (GA) technique. Random Forest (RF) algorithm shows up with sensitivity, specificity, and accuracy. The experimental results achieved 99.3% and 99.4% for GA and PSO within seconds, respectively. Experiments show that the proposed methods outperform other methods, evidenced by the higher classification accuracy obtained.","2023","2025-10-26 22:29:00","2025-10-26 22:29:00","","10311-10323","","6","44","","","","","","","","IOS PRESS","","English","","","","","","","Place: NIEUWE HEMWEG 6B, 1013 BG AMSTERDAM, NETHERLANDS Type: Article","","/Users/damaral/Zotero/storage/A4VDW88J/Korkoman and Abdullah - 2023 - Evolutionary algorithms based on oversampling techniques for enhancing the imbalanced credit card fr.pdf","","Fraud detection; genetic algorithm; random forest; oversampling; particle swarm optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LTRQ36I","journalArticle","2024","Kennedy, Robert K. L.; Villanustre, Flavio; Khoshgoftaar, Taghi M.; Salekshahrezaee, Zahra","Synthesizing class labels for highly imbalanced credit card fraud detection data","JOURNAL OF BIG DATA","","","10.1186/s40537-024-00897-7","","Acquiring labeled datasets often incurs substantial costs primarily due to the requirement of expert human intervention to produce accurate and reliable class labels. In the modern data landscape, an overwhelming proportion of newly generated data is unlabeled. This paradigm is especially evident in domains such as fraud detection and datasets for credit card fraud detection. These types of data have their own difficulties associated with being highly class imbalanced, which poses its own challenges to machine learning and classification. Our research addresses these challenges by extensively evaluating a novel methodology for synthesizing class labels for highly imbalanced credit card fraud data. The methodology uses an autoencoder as its underlying learner to effectively learn from dataset features to produce an error metric for use in creating new binary class labels. The methodology aims to automatically produce new labels with minimal expert input. These class labels are then used to train supervised classifiers for fraud detection. Our empirical results show that the synthesized labels are of high enough quality to produce classifiers that significantly outperform a baseline learner comparison when using area under the precision-recall curve (AUPRC). We also present results of varying levels of positive-labeled instances and their effect on classifier performance. Results show that AUPRC performance improves as more instances are labeled positive and belong to the minority class. Our methodology thereby effectively addresses the concerns of high class imbalance in machine learning by creating new and effective class labels.","2024-03-09","2025-10-26 22:29:00","2025-10-26 22:29:00","","","","1","11","","","","","","","","SPRINGERNATURE","","English","","","","","","","Place: CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/QJZ37LZS/Kennedy et al. - 2024 - Synthesizing class labels for highly imbalanced credit card fraud detection data.pdf","","Unsupervised learning; Credit card fraud detection; Class imbalance; Label generation; Label synthesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVCFTFHB","journalArticle","2024","Zioviris, Georgios; Kolomvatsos, Kostas; Stamoulis, George","An intelligent sequential fraud detection model based on deep learning","JOURNAL OF SUPERCOMPUTING","","0920-8542","10.1007/s11227-024-06030-y","","Fraud detection and prevention has received a lot of attention from the research community due to its high impact on financial institutions' revenues and reputation. The increased use of the web and the provision of online services open up the pathway for exposing these systems to numerous threats and jeopardizing their effective functioning. Naturally, financial frauds are increased in number and form imposing various requirements for their efficient and immediate detection. These requirements are related to the performance of the adopted models as well as the timely response of the decision-making mechanism. Machine learning and data mining are two research domains that can provide a number of techniques/algorithms for fraud detection and setup the road for mitigation actions. However, these methods still need to be improved with respect to the detection of unknown fraud patterns and the incorporation of big data processing mechanisms. This paper presents our attempt to build a hybrid system, i.e., a sequential scheme for combining two deep learning models and efficiently detecting potential financial frauds. We elaborate on the combination of an autoencoder and a Long Short-Term Memory Recurrent Neural Network trained upon datasets which are processed through the use of an oversampling technique. Oversampling is adopted to handle heavily imbalanced datasets which is the `natural' scenario due to the limited number of frauds compared to the humongous volumes of transactions. The proposed approach tends to capture much more fraud events in comparison with other conventional ML techniques. Our experimental evaluation exposes that our model exhibits a good performance in terms of recall and precision.","2024-07","2025-10-26 22:29:00","2025-10-26 22:29:00","","14824-14847","","10","80","","","","","","","","SPRINGER","","English","","","","","","","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Type: Article","","/Users/damaral/Zotero/storage/XB46FXHE/Zioviris et al. - 2024 - An intelligent sequential fraud detection model based on deep learning.pdf","","Fraud detection; Recurrent Neural Networks; Autoencoder; Dimensionality reduction; Long Short-Term Memory networks; Oversampling; Variational Autoencoder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8V7F8BNU","journalArticle","2024","Baabdullah, Tahani; Alzahrani, Amani; Rawat, Danda B.; Liu, Chunmei","Efficiency of Federated Learning and Blockchain in Preserving Privacy and Enhancing the Performance of Credit Card Fraud Detection (CCFD) Systems","FUTURE INTERNET","","1999-5903","10.3390/fi16060196","","Increasing global credit card usage has elevated it to a preferred payment method for daily transactions, underscoring its significance in global financial cybersecurity. This paper introduces a credit card fraud detection (CCFD) system that integrates federated learning (FL) with blockchain technology. The experiment employs FL to establish a global learning model on the cloud server, which transmits initial parameters to individual local learning models on fog nodes. With three banks (fog nodes) involved, each bank trains its learning model locally, ensuring data privacy, and subsequently sends back updated parameters to the global learning model. Through the integration of FL and blockchain, our system ensures privacy preservation and data protection. We utilize three machine learning and deep neural network learning algorithms, RF, CNN, and LSTM, alongside deep optimization techniques such as ADAM, SGD, and MSGD. The SMOTE oversampling technique is also employed to balance the dataset before model training. Our proposed framework has demonstrated efficiency and effectiveness in enhancing classification performance and prediction accuracy.","2024-06","2025-10-26 22:29:00","2025-10-26 22:29:00","","","","6","16","","","","","","","","MDPI","","English","","","","","","","Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Type: Article","","/Users/damaral/Zotero/storage/SZKF89YL/Baabdullah et al. - 2024 - Efficiency of Federated Learning and Blockchain in Preserving Privacy and Enhancing the Performance.pdf","","fraud detection; financial fraud; cybersecurity; federated learning; credit card fraud; blockchain; data protection; fog computing; privacy preservation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQGWJF2Y","journalArticle","2024","Ahmed, Ahmed Abdelmoamen; Alabi, Oluwayemisi O.","Secure and Scalable Blockchain-Based Federated Learning for Cryptocurrency Fraud Detection: A Systematic Review","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2024.3429205","","With the wide adoption of cryptocurrency, blockchain technologies have become the foundation of such digital currencies. However, this adoption has been accompanied by a surge in cryptocurrency fraud, causing significant losses to financial organizations and individuals. One way to mitigate these losses is to use Federated Learning (FL) techniques to detect fraudulent cryptocurrency transactions. This paper provides an overview of secure, privacy-preserving, and scalable Blockchain-based Federated Learning (BCFL) as a promising solution for slowing the exponential growth of cryptocurrency fraud. BCFL enables multiple entities to collaboratively train machine learning models for detecting fraudulent cryptocurrency transactions without sharing their private data, thus preserving privacy. However, Integrating differential privacy and Secure Multi-party computation (SMPC) models in BCFL presents an additional scalability challenge. This study provides an overview of BCFL, evaluating existing research on its security, privacy, and scalability challenges in detecting cryptocurrency fraud. The review explores existing research and various methodologies, highlighting advancements and challenges in creating effective, privacy-conscious fraud detection solutions for cryptocurrency transactions. We first discuss the current state of BCFL in fraud detection, along with its potential advantages and limitations, and then discuss the existing research gaps. In particular, this paper examines various BCFL frameworks, consensus algorithms, and block architectures, emphasizing their strengths and limitations in the context of cryptocurrency fraud detection to develop scalable and privacy-preserving solutions. We compare various solutions that address scalability and privacy challenges in BCFL, including adopting a geographically distributed cloud computing model that utilizes SMPC and lightweight consensus algorithms and protocols to manage computational overheads.","2024","2025-10-26 22:29:00","2025-10-26 22:29:00","","102219-102241","","","12","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Review","","/Users/damaral/Zotero/storage/CXLVU2RI/Ahmed and Alabi - 2024 - Secure and Scalable Blockchain-Based Federated Learning for Cryptocurrency Fraud Detection A System.pdf","","Blockchain; privacy; security; fraud; federated learning; cryptocurrency; scalability; literature review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVHSCBUH","journalArticle","2024","Zhao, Xiaosong; Liu, Yong; Zhao, Qiangfu","Improved LightGBM for Extremely Imbalanced Data and Application to Credit Card Fraud Detection","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2024.3487212","","Credit card fraud (CCF) is a significant threat to cardholders and financial institutions. CCF detection against this threat is challenging due to extremely imbalanced data (EID). EID involves extremely few instances of fraud for training and an extremely high risk of overlooking fraud. While class balancing or oversampling techniques can address the former problem by punishing negative classes or augmenting the positive data, they do not mitigate the latter. In contrast, the cost-sensitive learning approach targets only the high risk of false negative errors. Therefore, existing approaches are insufficient to solve all the issues of the EID problem. Based on the LightGBM (Light Gradient Boosting Machine) framework, this study introduces two novel machine-learning methods: the class balancing cost-harmonization LightGBM (CB-CHL-LightGBM) and the oversampling cost-harmonization LightGBM (OS-CHL-LightGBM). The new approaches combine class balancing or oversampling technology with LightGBM to solve the EID problem comprehensively. They enhance the efficacy of LightGBM in CCF detection scenarios. Experimental results on three CCF datasets indicate that the two proposed methods outperform LightGBM in several crucial performance metrics. For example, compared with the original LightGBM, CB-CHL-LightGBM or OS-CHL-LightGBM can increase the F2-score from 0.77 to 0.83 for the first dataset, from 0.77 to 0.86 for the second dataset, and from 0.70 to 0.82 for the third dataset. However, adding class balancing, oversampling, and cost-harmonization loss separately to LightGBM may not obtain better results.","2024","2025-10-26 22:29:00","2025-10-26 22:29:00","","159316-159335","","","12","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","/Users/damaral/Zotero/storage/C6WFDZAW/Zhao et al. - 2024 - Improved LightGBM for Extremely Imbalanced Data and Application to Credit Card Fraud Detection.pdf","","credit card fraud detection; oversampling; interpretability; Class balancing cost-harmonization LightGBM; cost-sensitive; extremely imbalanced data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRJG6TFM","journalArticle","2024","Ni, Lina; Li, Jufeng; Xu, Huixin; Wang, Xiangbo; Zhang, Jinquan","Fraud Feature Boosting Mechanism and Spiral Oversampling Balancing Technique for Credit Card Fraud Detection","IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS","","2329-924X","10.1109/TCSS.2023.3242149","","With the flourishing of the credit card business and Internet technology, the risk of fraudulent credit card transactions is ever-increasing due to the complex information involved in the credit card business. Since the high redundancy of feature information and imbalance of class distribution in transaction data, the performance of the existing machine learning-based models for detecting credit card fraudulent transactions still needs to be improved. Therefore, it is crucial to build fraud detection models for effective feature engineering and sampling techniques. This article proposes a credit card fraud detection model incorporating a fraud feature-boosting mechanism with a spiral oversampling balancing technique (SOBT). Specifically, we present a compound grouping elimination strategy to exclude highly redundant and correlated features from the credit card transaction dataset and improve the data quality. Furthermore, we design a multifactor synchronous embedding mechanism, which combines the performance evaluation metrics of the embedding model for each feature and improves the decision-making ability of each feature for the target domain. Moreover, we propose an SOBT to balance the ratio of legitimate to fraudulent transactions, which improves the ability of the fraud detection model to distinguish legitimate from fraudulent transactions. Extensive experimental results based on two real-world datasets demonstrate that our methods can facilitate efficient credit card fraud detection and achieve better performance than state-of-the-art methods.","2024-04","2025-10-26 22:29:00","2025-10-26 22:29:00","","1615-1630","","2","11","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","/Users/damaral/Zotero/storage/D6J57FKH/Ni et al. - 2024 - Fraud Feature Boosting Mechanism and Spiral Oversampling Balancing Technique for Credit Card Fraud D.pdf","","Fraud; Credit card fraud detection; Feature extraction; Data models; Predictive models; Credit cards; Task analysis; feature boosting; multifactor embedding; oversampling technique; Redundancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6U9EY8TZ","journalArticle","2025","Boyapati, Mallika; Aygun, Ramazan","BalancerGNN: Balancer Graph Neural Networks for imbalanced datasets: A case study on fraud detection","NEURAL NETWORKS","","0893-6080","10.1016/j.neunet.2024.106926","","Fraud detection for imbalanced datasets is challenging due to machine learning models inclination to learn the majority class. Imbalance in fraud detection datasets affects how graphs are built, an important step in many Graph Neural Networks (GNNs). In this paper, we introduce our BalancerGNN framework to tackle with imbalanced datasets and show its effectiveness on fraud detection. Our framework has three major components: (i) node construction with feature representations, (ii) graph construction using balanced neighbor sampling, and (iii) GNN training using balanced training batches leveraging a custom loss function with multiple components. For node construction, we have introduced (i) Graph-based Variable Clustering (GVC) to optimize feature selection and remove redundancies by analyzing multi-collinearity and (ii) Encoder-Decoder based Dimensionality Reduction (EDDR) using transformer-based techniques to reduce feature dimensions while keeping important information intact about textual embeddings. Our experiments on Medicare, Equifax, IEEE, and auto insurance fraud datasets highlight the importance of node construction with features representations. BalancerGNN trained with balanced batches consistently outperforms other methods, showing strong abilities in identifying fraud cases, with sensitivity rates ranging from 72.87% to 81.23% across datasets while balancing specificity. Additionally, BalancerGNN achieves impressive accuracy rates, ranging from 73.99% to 94.28%. These outcomes underscore the crucial role of graph representation and neighbor sampling techniques in optimizing BalancerGNN for fraud detection models in real-world applications.","2025-02","2025-10-26 22:29:00","2025-10-26 22:29:00","","","","","182","","","","","","","","PERGAMON-ELSEVIER SCIENCE LTD","","English","","","","","","","Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/LMMWTV7Q/Boyapati and Aygun - 2025 - BalancerGNN Balancer Graph Neural Networks for imbalanced datasets A case study on fraud detection.pdf","","Balanced batches; Balanced neighbor sampling; BalancerGNN; Fraud detection framework; Graph Neural Networks; Graph representation learning; Graph Variable Clustering (GVC); Imbalanced data learning; Transformer based feature reduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
