"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DWKW3GX4","journalArticle","2025","Hafez, Ibrahim Y.; Hafez, Ahmed Y.; Saleh, Ahmed; Abd El-Mageed, Amr A.; Abohany, Amr A.","A systematic review of AI-enhanced techniques in credit card fraud detection","Journal of Big Data","","2196-1115","10.1186/s40537-024-01048-8","https://journalofbigdata.springeropen.com/articles/10.1186/s40537-024-01048-8","Abstract             The rapid increase of fraud attacks on banking systems, financial institutions, and even credit card holders demonstrate the high demand for enhanced fraud detection (FD) systems for these attacks. This paper provides a systematic review of enhanced techniques using Artificial Intelligence (AI), machine learning (ML), deep learning (DL), and meta-heuristic optimization (MHO) algorithms for credit card fraud detection (CCFD). Carefully selected recent research papers have been investigated to examine the effectiveness of these AI-integrated approaches in recognizing a wide range of fraud attacks. These AI techniques were evaluated and compared to discover the advantages and disadvantages of each one, leading to the exploration of existing limitations of ML or DL-enhanced models. Discovering the limitation is crucial for future work and research to increase the effectiveness and robustness of various AI models. The key finding from this study demonstrates the need for continuous development of AI models that could be alert to the latest fraudulent activities.","2025-01-14","2025-10-26 22:43:52","2025-10-26 22:43:52","2025-10-26 22:43:52","6","","1","12","","J Big Data","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5CYF4M7","journalArticle","2025","Valencia-Arias, Alejandro; Gaviria Rodríguez, Diana Yanet; Verde Flores, Lilian; Cardona-Acevedo, Sebastián; Raunelli-Sander, Juan Manuel; Agudelo Ceballos, Erica Janet; Cardona Valencia, Daniel","Use of machine learning in the financial sector: an analysis of trends and the research agenda","Discover Artificial Intelligence","","2731-0809","10.1007/s44163-025-00539-8","https://link.springer.com/10.1007/s44163-025-00539-8","","2025-10-22","2025-10-26 22:43:53","2025-10-26 22:43:53","2025-10-26 22:43:53","280","","1","5","","Discov Artif Intell","Use of machine learning in the financial sector","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2X6H5UD","journalArticle","2024","ZainEldin, Hanaa; Gamel, Samah A.; Talaat, Fatma M.; Aljohani, Mansourah; Baghdadi, Nadiah A.; Malki, Amer; Badawy, Mahmoud; Elhosseini, Mostafa A.","Silent no more: a comprehensive review of artificial intelligence, deep learning, and machine learning in facilitating deaf and mute communication","Artificial Intelligence Review","","1573-7462","10.1007/s10462-024-10816-0","https://link.springer.com/10.1007/s10462-024-10816-0","Abstract             People who often communicate via sign language are essential to our society and significantly contribute. They struggle with communication mostly because other people, who often do not understand sign language, cannot interact with them. It is necessary to develop a dependable system for automatic sign language recognition. This paper aims to provide a comprehensive review of the advancements in artificial intelligence (AI), deep learning (DL), and machine learning (ML) technologies that have been used to facilitate communication for individuals who are deaf and mute (D–M). This study explores various applications of these technologies, including sign language interpretation, speech recognition, and text-to-speech synthesis. By examining the current state of research and development in AI, ML, and DL for the D–M field, the survey sheds light on the potential and challenges faced in utilizing AI, deep learning, and ML to bridge the communication gap for the D–M community. The findings of this survey will contribute to a greater understanding of the potential impact of these technologies in improving access to communication for individuals who are D–M, thereby aiding in the development of more inclusive and accessible solutions.","2024-06-26","2025-10-26 22:43:54","2025-10-26 22:43:54","2025-10-26 22:43:54","188","","7","57","","Artif Intell Rev","Silent no more","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/damaral/Zotero/storage/GWVJFNSE/ZainEldin et al. - 2024 - Silent no more a comprehensive review of artificial intelligence, deep learning, and machine learni.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BAK9EMU","journalArticle","2024","Lim, Tristan","Environmental, social, and governance (ESG) and artificial intelligence in finance: State-of-the-art and research takeaways","Artificial Intelligence Review","","1573-7462","10.1007/s10462-024-10708-3","https://link.springer.com/10.1007/s10462-024-10708-3","Abstract             The rapidly growing research landscape in finance, encompassing environmental, social, and governance (ESG) topics and associated Artificial Intelligence (AI) applications, presents challenges for both new researchers and seasoned practitioners. This study aims to systematically map the research area, identify knowledge gaps, and examine potential research areas for researchers and practitioners. The investigation focuses on three primary research questions: the main research themes concerning ESG and AI in finance, the evolution of research intensity and interest in these areas, and the application and evolution of AI techniques specifically in research studies within the ESG and AI in finance domain. Eight archetypical research domains were identified: (i) Trading and Investment, (ii) ESG Disclosure, Measurement and Governance, (iii) Firm Governance, (iv) Financial Markets and Instruments, (v) Risk Management, (vi) Forecasting and Valuation, (vii) Data, and (viii) Responsible Use of AI. Distinctive AI techniques were found to be employed across these archetypes. The study contributes to consolidating knowledge on the intersection of ESG, AI, and finance, offering an ontological inquiry and key takeaways for practitioners and researchers. Important insights include the popularity and crowding of the Trading and Investment domain, the growth potential of the Data archetype, and the high potential of Responsible Use of AI, despite its low publication count. By understanding the nuances of different research archetypes, researchers and practitioners can better navigate this complex landscape and contribute to a more sustainable and responsible financial sector.","2024-02-28","2025-10-26 22:43:56","2025-10-26 22:43:56","2025-10-26 22:43:56","76","","4","57","","Artif Intell Rev","Environmental, social, and governance (ESG) and artificial intelligence in finance","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/damaral/Zotero/storage/VGMTLBBB/Lim - 2024 - Environmental, social, and governance (ESG) and artificial intelligence in finance State-of-the-art.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXASAGJ2","journalArticle","2023","Kalyani, Sushil; Gupta, Neha","Is artificial intelligence and machine learning changing the ways of banking: a systematic literature review and meta analysis","Discover Artificial Intelligence","","2731-0809","10.1007/s44163-023-00094-0","https://link.springer.com/10.1007/s44163-023-00094-0","Abstract             This study aims to analyze the research work and present an SLR (Systematic Literature Review) on the initiatives taken by players in the banking sector, especially toward the technological innovations done in the field of AI (Artificial Intelligence) and ML (Machine Learning) that have contributed to the growth of the sector as well towards the ease of doing and building trust amongst consumers in the digitalized era of Banking. Growing security risks in cyberspace accompany the enormous and complex digital versions of virtual services. In total, 734 articles were reviewed to explore how Artificial Intelligence and Machine Learning have been used in various banking facets and how they have evolved to cater to different banking sector requirements. The findings reveal the areas where these modern-age technologies have been adopted and where the same can be used efficiently. Lastly, this study elaborates and evaluates the applications of these technologies on the parameters of scalability going further, keeping in mind the unprecedented dynamic times, and serving the very purpose of banks and how the banks are dealing with all the opportunities and challenges these new technologies bring in. This SLR also provides an overview of the research that can be taken up in future by the researchers in this domain.","2023-12-04","2025-10-26 22:43:58","2025-10-26 22:43:58","2025-10-26 22:43:58","41","","1","3","","Discov Artif Intell","Is artificial intelligence and machine learning changing the ways of banking","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/damaral/Zotero/storage/CXKG8DNQ/Kalyani and Gupta - 2023 - Is artificial intelligence and machine learning changing the ways of banking a systematic literatur.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBZCR8LA","journalArticle","2024","Bian, Kewei; Priyadarshi, Rahul","Machine Learning Optimization Techniques: A Survey, Classification, Challenges, and Future Research Issues","Archives of Computational Methods in Engineering","","1134-3060, 1886-1784","10.1007/s11831-024-10110-w","https://link.springer.com/10.1007/s11831-024-10110-w","","2024-03-29","2025-10-26 22:43:59","2025-10-26 22:43:59","2025-10-26 22:43:59","","","","","","Arch Computat Methods Eng","Machine Learning Optimization Techniques","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNYVCB9W","journalArticle","2025","Paliwal, Girish; Kumar, Ashish; Sharma, Kanta Prasad; Bhargava, Deepshika; Shrimal, Vijay Mohan","Transformative impact of explainable artificial intelligence: bridging complexity and trust","Discover Artificial Intelligence","","2731-0809","10.1007/s44163-025-00281-1","https://link.springer.com/10.1007/s44163-025-00281-1","","2025-05-09","2025-10-26 22:44:00","2025-10-26 22:44:00","2025-10-26 22:44:00","51","","1","5","","Discov Artif Intell","Transformative impact of explainable artificial intelligence","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/damaral/Zotero/storage/3Y386DRW/Paliwal et al. - 2025 - Transformative impact of explainable artificial intelligence bridging complexity and trust.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWN6UY56","journalArticle","2025","Cheng, Dawei; Zou, Yao; Xiang, Sheng; Jiang, Changjun","Graph neural networks for financial fraud detection: a review","Frontiers of Computer Science","","2095-2228, 2095-2236","10.1007/s11704-024-40474-y","https://link.springer.com/10.1007/s11704-024-40474-y","","2025-09","2025-10-26 22:44:03","2025-10-26 22:44:03","2025-10-26 22:44:03","199609","","9","19","","Front. Comput. Sci.","Graph neural networks for financial fraud detection","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y62L342U","journalArticle","2025","Bajpai, Aditi; Yadav, Sonal; Nagwani, Naresh Kumar","An extensive bibliometric analysis of artificial intelligence techniques from 2013 to 2023","The Journal of Supercomputing","","1573-0484","10.1007/s11227-025-07021-3","https://link.springer.com/10.1007/s11227-025-07021-3","","2025-02-24","2025-10-26 22:44:04","2025-10-26 22:44:04","2025-10-26 22:44:04","540","","4","81","","J Supercomput","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QW6WSUI","journalArticle","2025","Mohamed, Nachaat","Augmented Intelligence: A Comprehensive Review of the Flexibility Between Human and Artificial Intelligence","Journal of The Institution of Engineers (India): Series B","","2250-2106, 2250-2114","10.1007/s40031-025-01213-4","https://link.springer.com/10.1007/s40031-025-01213-4","","2025-03-21","2025-10-26 22:44:05","2025-10-26 22:44:05","2025-10-26 22:44:05","","","","","","J. Inst. Eng. India Ser. B","Augmented Intelligence","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKI9TZX4","journalArticle","2025","Komsrimorakot, Pornpawee; Siriborvornratanakul, Thitirat","Enhancing fraud detection in imbalanced motor insurance datasets using CP-SMOTE and Random Under-Sampling","Journal of Big Data","","2196-1115","10.1186/s40537-025-01217-3","https://journalofbigdata.springeropen.com/articles/10.1186/s40537-025-01217-3","","2025-07-17","2025-10-26 22:44:06","2025-10-26 22:44:06","2025-10-26 22:44:06","172","","1","12","","J Big Data","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/damaral/Zotero/storage/6HWQCLBW/Komsrimorakot and Siriborvornratanakul - 2025 - Enhancing fraud detection in imbalanced motor insurance datasets using CP-SMOTE and Random Under-Sam.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPWMW9QI","journalArticle","2024","Hajlaoui, Rejab; Dhahri, Salah; Mahfoudhi, Sami; Moulahi, Tarek; Alotibi, Gaseb","Protecting machine learning systems using blockchain: solutions, challenges and future prospects","Multimedia Tools and Applications","","1573-7721","10.1007/s11042-024-19993-0","https://link.springer.com/10.1007/s11042-024-19993-0","","2024-08-08","2025-10-26 22:44:07","2025-10-26 22:44:07","2025-10-26 22:44:07","22755-22782","","20","84","","Multimed Tools Appl","Protecting machine learning systems using blockchain","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXR3TPCS","journalArticle","2025","He, Xinlei; Xu, Guowen; Han, Xingshuo; Wang, Qian; Zhao, Lingchen; Shen, Chao; Lin, Chenhao; Zhao, Zhengyu; Li, Qian; Yang, Le; Ji, Shouling; Li, Shaofeng; Zhu, Haojin; Wang, Zhibo; Zheng, Rui; Zhu, Tianqing; Li, Qi; He, Chaoxiang; Wang, Qifan; Hu, Hongsheng; Wang, Shuo; Sun, Shi-Feng; Yao, Hongwei; Qin, Zhan; Chen, Kai; Zhao, Yue; Li, Hongwei; Huang, Xinyi; Feng, Dengguo","Artificial intelligence security and privacy: a survey","Science China Information Sciences","","1674-733X, 1869-1919","10.1007/s11432-025-4388-5","https://link.springer.com/10.1007/s11432-025-4388-5","Abstract             Artificial intelligence (AI) is revolutionizing both industries and reshaping the global economy. However, the rapid advancement of AI technologies brings significant security and privacy challenges. Recent incidents highlight vulnerabilities in AI systems, such as data leakage and malicious code injection, leading to severe financial losses and privacy breaches. Although existing studies have discussed specific security threats, they often lack detailed granularity and cover a limited scope. In this survey, we fill this gap by systematically categorizing and analyzing the threats and countermeasures in AI systems, which span both the training and inference stages, encompass centralized and distributed settings, and address both conventional and foundation AI models. By reviewing existing literature, we aim to provide AI researchers and practitioners with a thorough understanding of system vulnerabilities and current countermeasures. We hope to inspire further research into robust solutions, ultimately contributing to the development of resilient AI technologies.","2025-08","2025-10-26 22:44:08","2025-10-26 22:44:08","2025-10-26 22:44:08","181101","","8","68","","Sci. China Inf. Sci.","Artificial intelligence security and privacy","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GF3MPJHZ","journalArticle","2025","Bany Salameh, Haythem; Elrefae, Ghaleb; Eletter, Shorouq","Artificial intelligence and information symmetry: a path to mitigate adverse selection","Cluster Computing","","1386-7857, 1573-7543","10.1007/s10586-025-05276-2","https://link.springer.com/10.1007/s10586-025-05276-2","","2025-10","2025-10-26 22:44:08","2025-10-26 22:44:08","2025-10-26 22:44:08","601","","9","28","","Cluster Comput","Artificial intelligence and information symmetry","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQ8VT8DC","journalArticle","2025","Wei, Ji; Lin, Qing; Zhang, Zhengrong","Construction of Internet of Things financial security system based on blockchain and artificial intelligence","Service Oriented Computing and Applications","","1863-2386, 1863-2394","10.1007/s11761-025-00464-9","https://link.springer.com/10.1007/s11761-025-00464-9","","2025-05-14","2025-10-26 22:44:09","2025-10-26 22:44:09","2025-10-26 22:44:09","","","","","","SOCA","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDD2MH8Y","journalArticle","2025","Ansari, Zulfikar Ali; Tripathi, Manish Madhava; Ahmed, Rafeeq","The role of explainable AI in enhancing breast cancer diagnosis using machine learning and deep learning models","Discover Artificial Intelligence","","2731-0809","10.1007/s44163-025-00307-8","https://link.springer.com/10.1007/s44163-025-00307-8","","2025-05-26","2025-10-26 22:44:10","2025-10-26 22:44:10","2025-10-26 22:44:10","75","","1","5","","Discov Artif Intell","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWX8LLE8","journalArticle","2024","Ghorbian, Mohsen; Ghobaei-Arani, Mostafa; Ghorbian, Saeid","A comprehensive study on the application of machine learning in psoriasis diagnosis and treatment: taxonomy, challenges and recommendations","Artificial Intelligence Review","","1573-7462","10.1007/s10462-024-11031-7","https://link.springer.com/10.1007/s10462-024-11031-7","","2024-12-20","2025-10-26 22:44:11","2025-10-26 22:44:11","2025-10-26 22:44:11","60","","2","58","","Artif Intell Rev","A comprehensive study on the application of machine learning in psoriasis diagnosis and treatment","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/damaral/Zotero/storage/PTEUNFFK/Ghorbian et al. - 2024 - A comprehensive study on the application of machine learning in psoriasis diagnosis and treatment t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
