"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VPTGWXPF","journalArticle","2024","Lusito, Salvatore; Pugnana, Andrea; Guidotti, Riccardo","Solving imbalanced learning with outlier detection and features reduction","MACHINE LEARNING","","0885-6125","10.1007/s10994-023-06448-0","","A critical problem for several real world applications is class imbalance. Indeed, in contexts like fraud detection or medical diagnostics, standard machine learning models fail because they are designed to handle balanced class distributions. Existing solutions typically increase the rare class instances by generating synthetic records to achieve a balanced class distribution. However, these procedures generate not plausible data and tend to create unnecessary noise. We propose a change of perspective where instead of relying on resampling techniques, we depend on unsupervised features engineering approaches to represent records with a combination of features that will help the classifier capturing the differences among classes, even in presence of imbalanced data. Thus, we combine a large array of outlier detection, features projection, and features selection approaches to augment the expressiveness of the dataset population. We show the effectiveness of our proposal in a deep and wide set of benchmarking experiments as well as in real case studies.","2024-08","2025-10-26 22:29:02","2025-10-26 22:29:02","","5273-5330","","8","113","","","","","","","","SPRINGER","","English","","","","","","","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Type: Article","","/Users/damaral/Zotero/storage/QKHDD8Q9/Lusito et al. - 2024 - Solving imbalanced learning with outlier detection and features reduction.pdf","","Outlier detection; Imbalanced data learning; Classification framework; Features reduction; Features selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UL9I5UGA","journalArticle","2023","Iscan, Can; Kumas, Osman; Akbulut, Fatma Patlar; Akbulut, Akhan","Wallet-Based Transaction Fraud Prevention Through LightGBM With the Focus on Minimizing False Alarms","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2023.3321666","","E-wallets' rising popularity can be attributed to the fact that they facilitate a wide variety of financial activities such as payments, transfers, investments, etc., and eliminate the need for actual cash or cards. The confidentiality, availability, and integrity of a user's financial information stored in an electronic wallet can be compromised by threats such as phishing, malware, and social engineering; therefore, fintech platforms employ intelligent fraud detection mechanisms to mitigate the problem. The purpose of this study is to detect fraudulent activity using cutting-edge machine learning techniques on data obtained from the leading e-wallet platform in Turkey. After a comprehensive analysis of the dataset's features via feature engineering procedures, we found that the LightGBM approach had the highest detection accuracy of fraudulent activity with 97% in the experiments conducted. An additional key objective of reducing false alerts was accomplished, as the number of false alarms went from 13,024 to 6,249. This approach resulted in the establishment of a machine-learning model suitable for use by relatively small fraud detection teams.","2023","2025-10-26 22:29:02","2025-10-26 22:29:02","","131465-131474","","","11","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","","","fintech; fraud detection; LightGBM; E-wallet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K9XWFIBK","journalArticle","2023","Hamza, Chergui; Lylia, Abrouk; Nadine, Cullot; Nicolas, Cabioch","Semi-supervised Method to Detect Fraudulent Transactions and Identify Fraud Types while Minimizing Mounting Costs","INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS","","2158-107X","","","financial fraud is a complex problem faced by fi-nancial institutions, and existing fraud detection systems are often insufficient, resulting in significant financial losses. Researchers have proposed various machine learning-based techniques to en-hance the performance of these systems. In this work, we present a semi-supervised approach to detect fraudulent transactions. First, we extract and select features, followed by the training of a binary classification model. Secondly, we apply a clustering algorithm to the fraudulent transactions and use the binary classification model with the SHAP framework to analyze the clusters and associate them with a particular fraud type. Finally, we present an algorithm to detect and assign a fraud type by leveraging a multi-fraud classification model. To minimize the mounting cost of the model, we propose an algorithm to choose an optimal threshold that can detect fraudulent transactions. We work with experts to adapt a risk cost matrix to estimate the mounting cost of the model. This risk cost matrix takes into account the cost of missing fraudulent transactions and the cost of incorrectly flagging a legitimate transaction as fraudulent. In our experiments on a real dataset, our approach achieved high accuracy in detecting fraudulent transactions, with the added benefit of identifying the fraud type, which can help financial institutions better understand and combat fraudulent activities. Overall, our approach offers a comprehensive and efficient solution to financial fraud detection, and our results demonstrate its effectiveness in reducing financial losses for financial institutions.","2023-02","2025-10-26 22:29:02","2025-10-26 22:29:02","","861-870","","2","14","","","","","","","","SCIENCE & INFORMATION SAI ORGANIZATION LTD","","English","","","","","","","Place: 19 BOLLING RD, BRADFORD, WEST YORKSHIRE, 00000, ENGLAND Type: Article","","","","finance; fraud; -Machine learning; cost analysis; semi-supervised learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QX5TV4AB","journalArticle","2024","Nti, Isaac Kofi; Somanathan, Arjun Remadevi","A Scalable RF-XGBoost Framework for Financial Fraud Mitigation","IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS","","2329-924X","10.1109/TCSS.2022.3209827","","Machine learning offers the ability to analyze large financial data and extract hidden knowledge for anomalous patterns. In the current study, we propose an ensemble machine learning framework using eXtreme Gradient Boosting (XGBoost) and random forest for the detection of financial frauds. The model used an adaptive synthetic (ADASYN) algorithm over sampling technique with out-of-bag scoring on a grid search algorithm for the 11 input features. We tested our framework with IEEE-CIS fraud detection benchmark dataset from Kaggle. The performance metrics were F1-Score = 0.9982, area under curve = 0.9999, recall = 1.0, precision = 0.9965, and accuracy = 0.9999. A detailed comparison with state-of-the-art techniques, such as decision tree, logistic regression, gradient boosting, and particle swarm optimization models, shows scalability and robustness of the framework.","2024-04","2025-10-26 22:29:02","2025-10-26 22:29:02","","1556-1563","","2","11","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","","","Big data; financial fraud; eXtreme Gradient Boosting (XGBoost) classifier; random forests (RFs)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEMKWGDG","journalArticle","2021","Chen, Zhiyuan; Soliman, Waleed Mahmoud; Nazir, Amril; Shorfuzzaman, Mohammad","Variational Autoencoders and Wasserstein Generative Adversarial Networks for Improving the Anti-Money Laundering Process","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2021.3086359","","There has been much recent work on fraud and Anti Money Laundering (AML) detection using machine learning techniques. However, most algorithms are based on supervised techniques. Studies show that supervised techniques often have the limitation of not adapting well to new irregular fraud patterns when the dataset is highly imbalanced. Instead, unsupervised learning can have a better capability to find anomalous and irregular patterns in new transaction. Despite this, unsupervised techniques also have the disadvantage of not being able to give state-of-the-art detection results. We propose a suite of unsupervised and deep learning techniques to implement an anti-money laundering and fraud detection system to resolve this limitation. The system leverages three deep learning models: autoencoder (AE), variational autoencoder (VAE), and a generative adversarial network. We preprocess the given dataset to separate the Transaction Date attribute into its base components to capture time-related fraud patterns. Also, Wasserstein Generative Adversarial Network (WGAN) is used to generate fraud transactions, which are then mixed with the base dataset to form a more balanced mixed dataset. These two datasets are used to train the AE and VAE models. We built two versions of the AE model (single-loss and multi-loss) besides a novel method of calculating the anomaly score threshold, called Recall-First Threshold (RFT), which helps enhance the model's performance. Experimental results demonstrated that the False Positive Rate (FPR) drops down to as low as 7% in the proposed multi-loss AE model. In comparison, we achieved an accuracy of 93%, with 100% of the fraud transactions recalled successfully.","2021","2025-10-26 22:29:02","2025-10-26 22:29:02","","83762-83785","","","9","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","/Users/damaral/Zotero/storage/4L6PTN9C/Chen et al. - 2021 - Variational Autoencoders and Wasserstein Generative Adversarial Networks for Improving the Anti-Mone.pdf","","Deep learning; Unsupervised learning; Clustering algorithms; Support vector machines; fraud detection; autoencoders; Radio frequency; Decision trees; Generative adversarial networks; anomaly detection; deep learning; unsupervised learning; GANs; Anti-money laundering (AML)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L36FVCPB","journalArticle","2022","El Barakaz, Fatima; Boutkhoum, Omar; Hanine, Mohamed; El Moutaouakkil, Abdelmajid; Rustam, Furqan; Din, Sadia; Ashraf, Imran","Optimization of Imbalanced and Multidimensional Learning Under Bayes Minimum Risk and Savings Measure","BIG DATA","","2167-6461","10.1089/big.2021.0225","","The full potential of data analysis is crippled by imbalanced and high-dimensional data, which makes these topics significantly important. Consequently, substantial research efforts have been directed to obtain dimension reduction and resolve data imbalance, especially in the context of fraud detection analysis. This work aims to investigate the effectiveness of hybrid learning methods for alleviating the class imbalance and integrating dimensionality reduction techniques. In this regard, the current study examines different classification combinations to achieve optimal savings and improve classification performance. Against this background, several well-known machine learning models are selected such as logistic regression, random forest, CatBoost (CB), and XGBoost. These models are constructed and optimized based on Bayes minimum risk (BMR) associated with the oversampling method synthetic minority oversampling technique (SMOTE) and different feature selection (FS) techniques, both univariate and multivariate. To investigate the performance of the proposed approach, different possible scenarios are analyzed both with and without balancing, with and without FS, and optimization using BMR. With a major insight about the best method to use, BMR shows a good optimization when used with SMOTE, symmetrical uncertainty for FS, and CB as a boosted classifier, principally in terms of F1 score and savings metrics.","2022-10","2025-10-26 22:29:02","2025-10-26 22:29:02","","425-439","","5","10","","","","","","","","MARY ANN LIEBERT, INC","","English","","","","","","","Place: 140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, NY 10801 USA Type: Article","","/Users/damaral/Zotero/storage/I5KAMX47/El Barakaz et al. - 2022 - Optimization of Imbalanced and Multidimensional Learning Under Bayes Minimum Risk and Savings Measur.pdf","","fraud detection; SMOTE; feature selection; ensemble learning; Bayes minimum risk; high-dimensional data analysis; multimodal data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DBI2C46","journalArticle","2022","Zhao, Yue; Chen, George H.; Jia, Zhihao","TOD: GPU-accelerated Outlier Detection via Tensor Operations","PROCEEDINGS OF THE VLDB ENDOWMENT","","2150-8097","10.14778/3570690.3570703","","Outlier detection (OD) is a key machine learning task for finding rare and deviant data samples, with many time-critical applications such as fraud detection and intrusion detection. In this work, we propose TOD, the first tensor-based system for efficient and scalable outlier detection on distributed multi-GPU machines. A key idea behind TOD is decomposing complex OD applications into a small collection of basic tensor algebra operators. This decomposition enables TOD to accelerate OD computations by leveraging recent advances in deep learning infrastructure in both hardware and software. Moreover, to deploy memory-intensive OD applications on modern GPUs with limited on-device memory, we introduce two key techniques. First, provable quantization speeds up OD computations and reduces its memory footprint by automatically performing specific floating-point operations in lower precision while provably guaranteeing no accuracy loss. Second, to exploit the aggregated compute resources and memory capacity of multiple GPUs, we introduce automatic batching, which decomposes OD computations into small batches for both sequential execution on a single GPU and parallel execution across multiple GPUs. TOD supports a diverse set of OD algorithms. Evaluation on 11 real-world and 3 synthetic OD datasets shows that TOD is on average 10.9x faster than the leading CPU-based OD system PyOD (with a maximum speedup of 38.9x), and can handle much larger datasets than existing GPU-based OD systems. In addition, TOD allows easy integration of new OD operators, enabling fast prototyping of emerging and yet-to-discovered OD algorithms.","2022-11","2025-10-26 22:29:02","2025-10-26 22:29:02","","546-560","","3","16","","","","","","","","ASSOC COMPUTING MACHINERY","","English","","","","","","","Place: 1601 Broadway, 10th Floor, NEW YORK, NY USA Type: Article; Proceedings Paper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXSIM7NU","journalArticle","2024","Sadreddin, Armin; Sadaoui, Samira","Chunk-based incremental feature learning for credit-card fraud data stream","JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL IN℡LIGENCE","","0952-813X","10.1080/0952813X.2022.2153277","","Detecting fraud accurately in credit cards is critical as this financial sector incurs significant losses for cardholders. Nonetheless, most studies adopted standard machine learning and few incremental learning, which are inadequate for addressing credit card challenges, such as rapid data arrival, unlimited data, data sensitivity, and performance decline over time. For this purpose, we propose a chunk-based incremental feature learning approach that optimises the fraud model topology for each new chunk and keeps track of one chunk each time. The model consists of several connected sub-models, where a new sub-model is optimally created for each new chunk. To avoid the network growing indefinitely, we limit the number of sub-models. To this end, we retain the most relevant sub-models to the current chunk's data distribution and re-combine them to create the optimal model. We evaluate our approach using two credit card datasets: the first of medium scale contains 2-day payments in 2013, and the second of considerable scale possesses 6-month payments in 2019. We split these datasets into multiple chunks to learn and test incrementally. We compare our approach with static learning methods trained with different scenarios. Moreover, we vary the number of historical sub-models to check their impact on the predictive performance.","2024-11-16","2025-10-26 22:29:02","2025-10-26 22:29:02","","1447-1465","","8","36","","","","","","","","TAYLOR & FRANCIS LTD","","English","","","","","","","Place: 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND Type: Article","","","","fraud detection; constructive neural networks; credit card transactions; data stream; Incremental Feature Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMD3CLM3","journalArticle","2021","Ferreira, Francisco; Lourenco, Nuno; Cabral, Bruno; Fernandes, Joao Paulo","When Two are Better Than One: Synthesizing Heavily Unbalanced Data","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2021.3126656","","Nowadays, data is king and if treated and used properly it promises to give organizations a competitive edge over rivals by enabling them to develop and design Intelligent Systems to improve their services. However, they need to fully comply with not only ethical but also regulatory obligations, where, e.g., privacy (strictly) needs to be respected when using or sharing data, thus protecting both the interests of users and organizations. Fraud Detection systems are examples of such systems where Machine Learning algorithms leverage information to classify financial transactions as legitimate or illicit. The data used to create these solutions is usually highly structured and contains categorical and continuous features characterised by complex distributions. One of the main challenges of fraud detection is concerned with the scarcity of fraudulent instances which results in highly unbalanced datasets. Additionally, privacy is crucial, and it is usually forbidden, or not possible, to share the data of organizations and individuals for creating or improving models.In this paper we propose a framework for private data sharing based on synthetic data generation using Generative Adversarial Networks (GAN) that learns the specificities of financial transactions data and generates fictitious data that keeps the utility of the original datasets. Our proposal, called Duo-GAN, uses two GAN generators to handle the data imbalance problem, one generator for fraudulent instances and the other for legitimate instances. With this approach, we observed, at most, a 5% disparity in F1 scores between classifiers trained and tested with actual data and the ones trained with synthetic data and tested with actual data.","2021","2025-10-26 22:29:02","2025-10-26 22:29:02","","150459-150469","","","9","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","/Users/damaral/Zotero/storage/IBX8TTI3/Ferreira et al. - 2021 - When Two are Better Than One Synthesizing Heavily Unbalanced Data.pdf","","Fraud detection; Data models; machine learning; privacy; Training; Data privacy; Generative adversarial networks; Feeds; generative adversarial networks; Generators; Image synthesis; synthetic data generation; tabular data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSA36HH9","journalArticle","2021","Kumar, M. R. Pavan; Jayagopal, Prabhu","Multi-class imbalanced image classification using conditioned GANs","INTERNATIONAL JOURNAL OF MULTIMEDIA INFORMATION RETRIEVAL","","2192-6611","10.1007/s13735-021-00213-6","","The problem of data skewness, class imbalance, data scarcity and noise limits the application of machine learning and deep learning models in applications like anomaly detection, fraud detection, intrusion detection, fault diagnosis, machine-to-machine communication, etc. Performance of supervised learning leans towards majority class and fails to generalize testing data in class imbalance and noisy data problems. Using neural-based data augmentation techniques for data generation and deep convolutional models for classification would enhance the performance of the applications mentioned above. Recently, GANs (generative adversarial networks) showed significant improvements in generating images. In this paper, a model that uses a conditioned deep convolutional GAN and an auxiliary classifier are proposed to tackle the aforementioned issues. The conditioned GAN is used for data generation of minority classes images and noisy images. Another auxiliary deep convolutional model is employed for the classification of images on data augmented dataset. Also, a multi-hinge loss is employed in both the data augmentation and classification tasks. The effectiveness of the proposed model is investigated on the quality of generated images and classification metrics using four publicly available popular datasets: MNIST, EMNIST, CIFAR10, and SVHN. The proposed model has shown significant improvements over the other often used models of data augmentation and multi-class imbalance image classification in terms of generated samples and classification accuracy.","2021-09","2025-10-26 22:29:02","2025-10-26 22:29:02","","143-153","","3","10","","","","","","","","SPRINGER","","English","","","","","","","Place: ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES Type: Article","","","","Imbalanced data; Adversarial network; Convolutional neural network; Data augmentation; Generative model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FY895DFQ","journalArticle","2024","Ming, Ruixing; Abdelrahman, Osama; Innab, Nisreen; Ibrahim, Mohamed Hanafy Kotb","Enhancing fraud detection in auto insurance and credit card transactions: a novel approach integrating CNNs and machine learning algorithms","PEERJ COMPUTER SCIENCE","","","10.7717/peerj-cs.2088","","Fraudulent activities especially in auto insurance and credit card transactions impose significant financial losses on businesses and individuals. To overcome this issue, we propose a novel approach for fraud detection, combining convolutional neural networks (CNNs) with support vector machine (SVM), k nearest neighbor (KNN), naive Bayes (NB), and decision tree (DT) algorithms. The core of this methodology lies in utilizing the deep features extracted from the CNNs as inputs to various machine learning models, thus significantly contributing to the enhancement of fraud detection accuracy and efficiency. Our results demonstrate superior performance compared to previous studies, highlighting our model's potential for widespread adoption in combating fraudulent activities.","2024-06-28","2025-10-26 22:29:02","2025-10-26 22:29:02","","","","","10","","","","","","","","PEERJ INC","","English","","","","","","","Place: 341-345 OLD ST, THIRD FLR, LONDON, EC1V 9LL, ENGLAND Type: Article","","","","Deep learning; Insurance; Machine learning; Statistics; Managment; Mathematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMCKPEZ7","journalArticle","2024","Lin, Dongjie","Key Considerations to be Applied While Leveraging Machine Learning for Financial Statement Fraud Detection: A Review","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2024.3488832","","Financial statement fraud (FSF) is a challenging issue in capital markets and severely affects their overall health and stability. The effective prediction of FSF has become an urgent need for investors. In recent years, scholars have developed several machine learning-based FSF prediction models. This study conducted a systematic review of such models to facilitate an understanding of the latest developments in this field. First, sample and data preprocessing were analyzed, focusing on key aspects such as data sources, splitting training and testing sets, imbalanced samples, cross-period FSF, and handling of zero and missing values. Second, existing research on FSF prediction models was reviewed considering structured and unstructured data. The existing studies exhibited two significant characteristics: expansion if data from structured to unstructured formats and the evolution of methodologies from traditional machine learning to deep learning approaches. Third, the effectiveness of FSF prediction models was evaluated. Indiscriminately pursuing higher recall rates is not advisable. Rather, the effectiveness of the model in terms of predicting FSF must be scientific assessed. Finally, the challenges and opportunities in current research were summarized. The core challenges were identified as the development of robust prediction models and the incorporation of unstructured data into these models. Moreover, leveraging diverse data, deep learning, and large language models can significantly enhance the performance of prediction models. Furthermore, to advance research in this field, this study advocates the construction of a shared and open FSF database.","2024","2025-10-26 22:29:02","2025-10-26 22:29:02","","168213-168228","","","12","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Review","","","","Deep learning; Fraud; Data models; machine learning; Predictive models; Biological system modeling; Testing; Training; Companies; Databases; deep learning; Data preprocessing; literature review; Financial management; Financial statement fraud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EI27NFZS","journalArticle","2024","Abdul Salam, Mustafa; Fouad, Khaled M.; Elbably, Doaa L.; Elsayed, Salah M.","Federated learning model for credit card fraud detection with data balancing techniques","NEURAL COMPUTING & APPLICATIONS","","0941-0643","10.1007/s00521-023-09410-2","","In recent years, credit card transaction fraud has resulted in massive losses for both consumers and banks. Subsequently, both cardholders and banks need a strong fraud detection system to reduce cardholder losses. Credit card fraud detection (CCFD) is an important method of fraud prevention. However, there are many challenges in developing an ideal fraud detection system for banks. First off, due to data security and privacy concerns, various banks and other financial institutions are typically not permitted to exchange their transaction datasets. These issues make traditional systems find it difficult to learn and detect fraud depictions. Therefore, this paper proposes federated learning for CCFD over different frameworks (TensorFlow federated, PyTorch). Second, there is a significant imbalance in credit card transactions across all banks, with a small percentage of fraudulent transactions outweighing the majority of valid ones. In order to demonstrate the urgent need for a comprehensive investigation of class imbalance management techniques to develop a powerful model to identify fraudulent transactions, the dataset must be balanced. In order to address the issue of class imbalance, this study also seeks to give a comparative analysis of several individual and hybrid resampling techniques. In several experimental studies, the effectiveness of various resampling techniques in combination with classification approaches has been compared. In this study, it is found that the hybrid resampling methods perform well for machine learning classification models compared to deep learning classification models. The experimental results show that the best accuracy for the Random Forest (RF); Logistic Regression; K-Nearest Neighbors (KNN); Decision Tree (DT), and Gaussian Naive Bayes (NB) classifiers are 99,99%; 94,61%; 99.96%; 99,98%, and 91,47%, respectively. The comparative results show that the RF outperforms with high performance parameters (accuracy, recall, precision and f score) better than NB; RF; DT and KNN. RF achieve the minimum loss values with all resampling techniques, and the results, when utilizing the proposed models on the entire skewed dataset, achieved preferable outcomes to the unbalanced dataset. Furthermore, the PyTorch framework achieves higher prediction accuracy for the federated learning model than the TensorFlow federated framework but with more computational time.","2024-01-20","2025-10-26 22:29:02","2025-10-26 22:29:02","","","","","","","","","","","","","SPRINGER LONDON LTD","","English","","","","","","","Place: 236 GRAYS INN RD, 6TH FLOOR, LONDON WC1X 8HL, ENGLAND Type: Article; Early Access","","","","Class imbalance; Federated learning; Data privacy; Credit card fraud detection (CCFD); Oversampling; Undersampling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAXHPWJS","journalArticle","2022","Ileberi, Emmanuel; Sun, Yanxia; Wang, Zenghui","A machine learning based credit card fraud detection using the GA algorithm for feature selection","JOURNAL OF BIG DATA","","","10.1186/s40537-022-00573-8","","The recent advances of e-commerce and e-payment systems have sparked an increase in financial fraud cases such as credit card fraud. It is therefore crucial to implement mechanisms that can detect the credit card fraud. Features of credit card frauds play important role when machine learning is used for credit card fraud detection, and they must be chosen properly. This paper proposes a machine learning (ML) based credit card fraud detection engine using the genetic algorithm (GA) for feature selection. After the optimized features are chosen, the proposed detection engine uses the following ML classifiers: Decision Tree (DT), Random Forest (RF), Logistic Regression (LR), Artificial Neural Network (ANN), and Naive Bayes (NB). To validate the performance, the proposed credit card fraud detection engine is evaluated using a dataset generated from European cardholders. The result demonstrated that our proposed approach outperforms existing systems.","2022-02-25","2025-10-26 22:29:02","2025-10-26 22:29:02","","","","1","9","","","","","","","","SPRINGERNATURE","","English","","","","","","","Place: CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/9AL25UJF/Ileberi et al. - 2022 - A machine learning based credit card fraud detection using the GA algorithm for feature selection.pdf","","Cybersecurity; Machine learning; Fraud detection; Genetic algorithm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GS8GUCPV","journalArticle","2025","Ahmed, Khanda Hassan; Axelsson, Stefan; Li, Yuhong; Sagheer, Ali Makki","A credit card fraud detection approach based on ensemble machine learning classifier with hybrid data sampling","MACHINE LEARNING WITH APPLICATIONS","","","10.1016/j.mlwa.2025.100675","","The existing fraud detection methods present limitations such as imbalanced data, incorrect identification of fraudulent cases, limited applicability to different scenarios, and difficulties processing data in real-time. This paper proposes an ensemble machine-learning model for detecting fraud in credit card transactions. It also integrates the Synthetic Minority Oversampling Technique (SMOTE) with Edited Nearest Neighbor (ENN) to address the problem of the imbalanced datasets. The experimental results show that our approach performs better than the existing methods. Therefore, it will establish an essential framework for the ongoing investigations in developing more robust and flexible systems for fraud detection.","2025-06","2025-10-26 22:29:02","2025-10-26 22:29:02","","","","","20","","","","","","","","ELSEVIER","","English","","","","","","","Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Type: Article","","","","Machine learning; Credit card fraud detection; Data imbalance; Ensemble model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJ5T2EAR","journalArticle","2022","Ashtiani, Matin N.; Raahemi, Bijan","Intelligent Fraud Detection in Financial Statements Using Machine Learning and Data Mining: A Systematic Literature Review","IEEE ACCESS","","2169-3536","10.1109/ACCESS.2021.3096799","","Fraudulent financial statements (FFS) are the results of manipulating financial elements by overvaluing incomes, assets, sales, and profits while underrating expenses, debts, or losses. To identify such fraudulent statements, traditional methods, including manual auditing and inspections, are costly, imprecise, and time-consuming. Intelligent methods can significantly help auditors in analyzing a large number of financial statements. In this study, we systematically review and synthesize the existing literature on intelligent fraud detection in corporate financial statements. In particular, the focus of this review is on exploring machine learning and data mining methods, as well as the various datasets that are studied for detecting financial fraud. We adopted the Kitchenham methodology as a well-defined protocol to extract, synthesize, and report the results. Accordingly, 47 articles were selected, synthesized, and analyzed. We present the key issues, gaps, and limitations in the area of fraud detection in financial statements and suggest areas for future research. Since supervised algorithms were employed more than unsupervised approaches like clustering, the future research should focus on unsupervised, semi-supervised, as well as bio-inspired and evolutionary heuristic methods for anomaly (fraud) detection. In terms of datasets, it is envisaged that future research making use of textual and audio data. While imposing new challenges, this unstructured data deserves further study as it can show interesting results for intelligent fraud detection.","2022","2025-10-26 22:29:02","2025-10-26 22:29:02","","72504-72525","","","10","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Review","","","","Machine learning; Fraud detection; Data mining; machine learning; Business; Systematics; Companies; systematic literature review; data mining; Bibliographies; financial statement; Libraries; outlier detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
